strongNumber,hebWord,lang,etymComplete,etymDesc,variants,morphology,heading,entrycontent,phonemes,multiarticle
3555,כְּוִיָּה,H,3554+כוה,vient de H3554,,N-F,brûlure,"1) brûlure, marque, cicatrice de brûlure",kᵊwiyyā,
3556,כּוֹכָב,H,3522+כבון|3554+כוה,vient probablement De H3522 (dans le sens de roulement) ou H3554 (dans le sens de flamboyant),,N-M,étoile,"1) étoile<br>  1a) le Messie, les frères, la jeunesse, la nombreuse progéniture, l'omniscience de Dieu (figuré)",kōxāv,
3557,כּוּל,H,,une racine primaire,,V,nourrir,"1) saisir, contenir, mesurer<br>  1a) (Qal) mesurer, calculer<br>  1b) (Pilpel) soutenir, maintenir, contenir<br>     1b1) soutenir, supporter, nourrir<br>     1b2) contenir, retenir<br>     1b3) supporter, endurer<br>  1c) (Polpal) être approvisionné",kūl,
3558,כּוּמָז,H,,vient d'une racine du sens de garder,,N-M,bagues,"1) ornements, bijoux en or<br>  1a) peut-être - bracelet ou collier d'or<br>2) (TWOT) tables",kūmāz,
3559,כּוּן,H,,une racine primaire,"נָכוֹן, כּוּן",V|N-M,arrêter,"1) être ferme, être stable, être établi<br>  1a) (Nifal)<br>     1a1) être posé, établi, fixé<br>     1a1a) être fermement établi<br>     1a1b) être stable, être sûr, être durable<br>     1a1c) être fixé, être sûrement déterminé<br>     1a2) être dirigé bien droit, être constant (sens moral)<br>     1a3) préparer, être prêt<br>     1a4) être préparé, être arrangé, être décidé<br>  1b) (Hifil)<br>     1b1) établir, fixer, accomplir, faire, rendre ferme<br>     1b2) préparer, pourvoir, fournir<br>     1b3) diriger vers (sens moral)<br>     1b4) arranger, ordonner<br>  1c) (Hof'al)<br>     1c1) être établi, être attaché<br>     1c2) être préparé, être prêt<br>  1d) (Polel)<br>     1d1) fixer, établir<br>     1d2) constituer, faire<br>     1d3) diriger<br>  1e) (Pu'lal) être établi, être préparé<br>  1f) (Hitpolel) être rétabli, être restauré",kūn,m
3560,כּוּן,H,3559+כון,vient probablement de H3559,,N_N--L,Cun,"Cun = "" établi""<br>1) une cité appartenant à Hadarézer, pillée par les forces de David",kūn,
3561,כַּוָּן,H,3559+כון,vient de H3559,,N-M,gâteaux,"1) gâteau du sacrifice, gâteau",kawwān,
3562,כּוֹנַנְיָ֫הוּ,H,3559+כון|3050+יה,vient De H3559 et H3050,,N_N-M-P,Conania,"Conania = ""l'éternel a établi""<br>1) un gouvernant Lévite au temps de Ezéchias<br>2) un chef Lévite au temps de Josias",kōnanyāhū,
3563,כּוֹס,H,,vient d'une racine du sens de tenir ensemble,"כּוֹס, כּוֹס",N-F|N-M,coupe,"1) coupe, calice<br>2) Nom masculin : une sorte de hibou (un oiseau impur)",kōs,m
3564,כּוּר,H,,vient d'une racine du sens de creuser à travers,,N-M,fournaise,"1) fourneau, forge, four pour fondre ou creuset<br>v 2) (Qal) forer, percer, creuser, tailler",kūr,
3565,בּוֹר עָשָׁן,H,3564+כור|6227+עשׁן,vient De H3564 et H6227,,N_N--L,Cor-Aschan,"Cor-Aschan = ""fourneau fumant""<br>1) une ville en Juda",bōr ʿāšān,
3566,כּ֫וֹרֶשׁ,H,,(Esdras 1.1) Vient du Perse,,N_N-M-P,Cyrus,"Cyrus = ""possède la fournaise"", ""puissance suprême""<br>1) le roi de Perse et conquérant de Babylone; premier souverain de Perse à prendre un décret permettant aux exilés Israélites deretourner à Jérusalem",kōreš,
3567,כּ֫וֹרֶשׁ,A,3566+כורשׁ כורשׁ,(araméen) correspondant à H3566,,N_N-M-P,Cyrus,"Voir définition <a href=""strong-hebreu-3566.html"" title=""Strong hébreu 03566"">03566</a>",kōreš,
3568,כּוּשׁ,H,,probablement d'origine étrangère,"כּוּשׁ, כּוּשׁ",N_N-M-P;N_N--L;N_N--LG|N_N-M-P,éthiopie,"éthiopie (Cusch) = ""noir, brûlé par le soleil""<br>1) un Benjamite mentionné seulement dans le titre du Psaume<br>7) le fils de Ham et petit-fils de Noé et fondateur des peuples lesplus au sud de l'Afrique<br>3) les peuples qui descendent de Cusch<br>n pr loc 4) territoire occupé par les descendants de Cusch localisé dans lapartie sud du Nil (éthiopie)",kūš,m
3569,כּוּשִׁי,H,3568+כושׁ,patronyme de H3568,,N_N--PG,éthiopien,"Cuschi ou éthiopien = voir Cuschan ""leur noirceur""<br>1) un des descendants de Cusch le petit-fils de Noé à travers Chamet un membre de cette nation ou peuple<br>2) un des courriers de Joab<br>3) (TWOT) éthiopien",kūšī,
3570,כּוּשִׁי,H,3569+כושׁי,le même que H3569,,N_N-M-P,Cuschi,"Cuschi = ""leur noirceur""<br>1) un ancêtre de Jehudi (Jérémie 36.14)<br>2) le père du prophète Sophonie (Sophonie 1.1)",kūšī,
3571,כּוּשִׁית,H,3569+כושׁי,vient de H3569,,N_N-F-PG,éthiopienne,"1) une femme éthiopienne, de Cuschi, l'épouse de Moïse ainsi appeléepar Marie et Aaron",kūšīt,
3572,כּוּשָׁן,H,3568+כושׁ,vient peut-être de H3568,,N_N--L,éthiopie,"éthiopie (ou Cuschan) = ""leur noirceur""<br>1) un lieu en Arabie ou Mésopotamie; site inconnu voir définition <a href=""strong-hebreu-3569.html"" title=""Strong hébreu 03569"">03569</a>",kūšān,
3573,כּוּשַׁן רִשְׁעָתַ֫יִם,H,3572+כושׁן|7564+רשׁעה,vient apparemment De H3572 et deux fois H7564,,N_N-M-P,Cuschan-Rischeathaïm,"Cuschan-Rischeathaïm = ""noirceur doublement méchante""<br>1) un roi de Mésopotamie vaincu par le juge Othniel le gendre de Caleb",kūšan rišʿātayim,
3574,כּוֹשָׁרָה,H,3787+כשׁר,vient de H3787,,N-F,captifs,1) prospérité<br>2) (TWOT) chantant,kōšārā,
3575,כּוּתָה,H,,d'origine étrangère,,N_N--L,Cuth,"Cuth = ""broyage""<br>1) lieu d'où le roi Sargon d'Assyrie importa des colons en Israël;probablement à une trentaine de kilomètres au nord-est de Babylone",kūtā,
3576,כָּזַב,H,,une racine primaire,,V,mentir,"1) mentir, dire un mensonge, être un menteur, manquer<br>  1a) (Qal) menteur<br>  1b) (Nifal) être convaincu de mensonge<br>  1c) (Piel)<br>     1c1) mentir, tromper, décevoir<br>     1c2) désappointer, manquer, échouer",kāzav,
3577,כָּזָב,H,3576+כזב,vient de H3576,,N-M,mensonge,"1) un mensonge, contre vérité, fausseté, chose trompeuse",kāzāv,
3578,כֹּֽזֵבָ֗א,H,3576+כזב,vient de H3576,,N_N--L,Cozéba,"Cozéba = ""mensonge, fourbe""<br>1) ville de Juda",kōzēvāʾ,
3579,כָּזְבִי,H,3576+כזב,vient de H3576,,N_N-F-P,Cozbi,"Cozbi = ""mon mensonge""<br>1) fille de Tsur, chef des Madianites, qui fut tuée par Phinées à cause de son adultère",kāzᵊvī,
3580,כְּזִיב,H,3576+כזב,vient de H3576,,N_N--L,Czib,"Czib = ""fausse""<br>1) une ville en Juda",kᵊzīv,
3581,כֹּחַ,H,,(Daniel 11.6) Vient d'une racine du sens d'être ferme,"כֹּחַ, כֹּחַ",N-M,richesse,"1) force, pouvoir, puissance<br>  1a) force humaine<br>  1b) force (des anges)<br>  1c) pouvoir (de Dieu)<br>  1d) force (des animaux)<br>  1e) produire, richesse (du terroir)<br>2) un petit reptile, probablement une sorte de lézard, que Segondtraduit par grenouille, animal qui est impur<br>  2a) peut-être un animal disparu, sens exact inconnu",kōaḥ,m
3582,כָּחַד,H,,une racine primaire,,V,cacher,"1) cacher, dissimuler, détruire, rendre désolé, donner un coup de pied<br>  1a) (Nifal)<br>     1a1) être caché<br>     1a2) être effacé, être détruit, être exterminé<br>  1b) (Piel) couvrir, cacher<br>  1c) (Hifil)<br>     1c1) cacher<br>     1c2) effacer, anéantir",kāḥad,
3583,כָּחַל,H,,une racine primaire,,V,mettre du fard,"1) (Qal) peindre (les yeux), orner de peinture, mettre du fard",kāḥal,
3584,כָּחַשׁ,H,,une racine primaire,,V,mentir,"1) tromper, mensonge, être désappointé, être faux, être insuffisant,être trouvé menteur, nier, renier, dissimuler, traiter faussement<br>  1a) (Qal) devenir maigre, être épuisé<br>  1b) (Nifal) faire des courbettes, feindre l'obéissance<br>  1c) (Piel)<br>     1c1) décevoir, nier faussement<br>     1c2) agir d'une manière trompeuse<br>     1c3) flatter",kāḥaš,
3585,כַּ֫חַשׁ,H,3584+כחשׁ,vient de H3584,,N-M,mensonge,"1) mensonge, tromperie, duperie<br>2) maigreur, défaut",kaḥaš,
3586,כֶּחָשׁ,H,3584+כחשׁ,vient de H3584,,A,menteurs,"1) trompeur, faux, décevant, menteur",keḥāš,
3587,כִּי,H,3554+כוה,vient de H3554,,N-M,marque flétrissante,"1) brûlure, stigmate",kī,
3588,כִּי,H,,particule primaire,"כִּי אם־, כִּי, כִּי [עַל כֵּן]",CONJ,que,"1) que, pour, parce que, quand, quoique, comme, mais, alors, certainement, sauf, sûrement, puisque<br>  1a) voici<br>     1a1) oui, en effet<br>  1b) quand (de temps)<br>     1b1) si, quoique (avec concession)<br>  1c) seulement, néanmoins<br>  1d) sûrement<br>  1e) ceci est, voilà<br>  1f) d'autant que, donc",kī,m
3589,כִּיד,H,,vient d'une racine primaire du sens de frapper,,N-M,ruine,"1) ruine, destruction",kīd,
3590,כִּידוֹד,H,3589+כיד,vient du même mot que H3589 (comparer à H3539),,N-M,étincelles,1) étincelle,kīdōd,
3591,כִּידוֹן,H,3589+כיד,vient du même mot que H3589,,N-M,javelot,"1) javelot, épée courte, un dard",kīdōn,
3592,כִּידֹן,H,3591+כידון,le même que H3591,,N_N-M-P,Kidon,"Kidon = ""javelot""<br>1) le nom du propriétaire ou le lieu où Uzza trouva la mort pour avoirtouché l'arche",kīdōn,
3593,כִּידוֹר,H,,dérivation incertaine,,N-M,combattre,"1) attaque, assaut, combat",kīdōr,
3594,כִּיּוּן,H,3559+כון,vient de H3559,,N_N-M-T,piédestal,"Kiyuwn ? : image, idole<br>1) probablement une statue d'un dieu Assyro-Babylonien de la planète Saturne et utilisé pour symboliser l'apostasie Israélite",kiyyūn,
3595,כִּיֹּר,H,3564+כור,vient de le même que H3564,,N-M,cuve,"1) pot, cuvette, cuve, casserole<br>  1a) pot, chaudron<br>  1b) bassin, plate-forme, scène",kiyyōr,
3596,כִּילַי,H,3557+כול,vient De H3557 dans le sens de refuser,,N-M,fourbe,"1) coquin, gredin, valet",kīlay,
3597,כֵּילַפּוֹת,H,,vient d'une racine du sens de frapper avec du bruit,,N-F,marteaux,"1) grande hache, marteau, hache",kēlappōt,
3598,כִּימָה,H,3558+כומז,vient du même mot que H3558,,N_N-F-T,Pléiades,"1) Pléiades, une constellation de sept étoiles",kīmā,
3599,כִּיס,H,3563+כוס,une forme de H3563,,N-M,sac,"1) sac, bourse<br>  1a) pour des poids, de la monnaie",kīs,
3600,כִּיר,H,3564+כור,une forme de H3564,,N-M,le foyer,"1) fourneau, foyer, four de cuisine",kīr,
3601,כִּישׁוֹר,H,3787+כשׁר,vient de H3787,,N-M,quenouille,"1) fuseau, quenouille",kīšōr,
3602,כָּ֫כָה,H,3541+כוה,vient de H3541,,ADV,ainsi,"1) comme ceci, ainsi",kāxā,
3603,כִּכָּר,H,3769+כרר,vient de H3769,,N-F,talent,"1) rond<br>  1a) un district rond (environs de la vallée du Jourdain)<br>  1b) un morceau rond (de pain)<br>  1c) un poids rond, talent (d'or, d'argent, de bronze, ...)",kikkār,
3604,כִּכֵּר,A,3603+ככר,(araméen) correspondant à H3603,,N-F,talents,"1) talent, (pièce de monnaie)",kikkēr,
3605,כֹּל,H,3634+כלל,(Jérémie 33.8) Vient de H3634,,N-M,tout,"1) tout, l'entier<br>  1a) le tout<br>  1b) n'importe quel, chaque, chacun, toute chose<br>  1c) totalité",kōl,
3606,כֹּל,A,3605+כול כול,(araméen) correspondant à H3605,,N-M,tout,"1) tout, l'entier, le tout<br>  1a) la totalité<br>  1b) chaque, chacun, aucun",kōl,
3607,כָּלָא,H,,une racine primaire,,V,tomber,"1) restreindre, contenir, refuser, fermer, retenir, se retenir, défendre<br>  1a) (Qal)<br>     1a1) fermer, empêcher, refuser<br>  1b) (Niphal) être retenu<br>  1c) (Piel) finir",kālāʾ,
3608,כֶּ֫לֶא,H,3607+כלא,vient de H3607,,N-M,prison,"1) emprisonnement, confinement, retenue",keleʾ,
3609,כִּלְאָב,H,3607+כלא|1+אב,vient apparemment De H3607 et H1,,N_N-M-P,Kileab,"Kileab = ""comme son père""<br>1) le 2ème fils de David, par Abigaïl",kilʾāv,
3610,כִּלְאַיִם,H,3608+כלא,vient De H3608 dans son sens originel de séparation,,N-M,espèces différentes,"1) deux sortes, mélange<br>  1a) pratique interdite pour le bétail (le croisement), pour lessemences et les tissus des vêtements",kilʾayim,
3611,כֶּ֫לֶב,H,,"vient d'une racine du sens de japper, ou autrement attaquer",,N-M,chien,1) chien<br>  1a) chien (littéral)<br>  1b) mépris ou avilissement (figuré)<br>  1c) d'un sacrifice païen<br>  1d) d'un culte de prostitution masculine (figuré),kelev,
3612,כָּלֵב,H,3611+כלב,est peut-être une forme de H3611,,N_N-M-P,Caleb,"Caleb = ""chien""<br>1) le fils pieux de Jephunné et le fidèle espion qui fit un rapportfavorable sur la Terre Promise et sur l'urgence de la capturer<br>2) fils de Hetsron et petit-fils de Pérets et descendant de Juda, et le père de Hur et grand-père de Caleb l'espion",kālēv,
3613,כָּלֵב אֶפְרָתָה,H,3612+כלב|672+אפרת אפרתה,vient De H3612 et H672,,N_N--L,Caleb-éphratha,"Caleb-éphratha = ""chien fécond""<br>1) un lieu en Galaad",kālēv ʾefrātā,
3614,כָּלִבִּי,H,3612+כלב,probablement transcription erronée pour Kalebiy (kaw-lay-bee'); patronyme de H3612,,N_N--PG,descendait de Caleb,1) un descendant de Caleb,kālibbī,
3615,כָּלָה,H,,une racine primaire,,V,achever,"1) accomplir, cesser, consumer, déterminer, finir, manquer, être complet,être accompli, être fini, être au bout, être dépensé<br>  1a) (Qal)<br>     1a1) être complet, être à une fin<br>     1a2) être complété, être terminé<br>     1a3) être accompli<br>     1a4) être déterminé<br>     1a5) être dépensé, être utilisé<br>     1a6) gaspiller, être épuisé, manquer<br>     1a7) arriver à la fin, s'évanouir, périr, être détruit<br>  1b) (Piel)<br>     1b1) compléter, finir<br>     1b2) accomplir<br>     1b3) déterminer (en pensée)<br>     1b4) faire cesser<br>     1b5) détruire, exterminer",kālā,
3616,כָּלֶה,H,3615+כלה,vient de H3615,,A,languiront,"1) affaibli par le désir, désir ardent, languir",kāleh,
3617,כָּלָה,H,3615+כלה,vient de H3615,,N-F,entièrement,"1) achèvement, terminaison, fin entière, complète destruction, consommation, anéantissement<br>  1a) achèvement<br>     1a1) complètement, tout à fait (adv)",kālā,
3618,כַּלָּה,H,3634+כלל,vient de H3634,,N-F,belle fille,"1) mariée, belle-fille<br>  1a) jeune épouse",kallā,
3619,כְּלוּב,H,3611+כלב,vient du même mot que H3611,,N-M,corbeille,"1) cage, corbeille, cage à chien",kᵊlūv,
3620,כְּלוּב,H,3619+כלוב,même mot que H3619,,N_N-M-P,Kelub,"Kelub = ""corbeille, cage à oiseau""<br>1) un descendant de Juda<br>2) père de Ezri, un des fonctionnaires de David",kᵊlūv,
3621,כְּלוּבָ֑י,H,3612+כלב,une forme de H3612,,N_N-M-P,Kelubaï,"Kelubaï = ""celui qui est en cage, chien""<br>1) fils de Hetsron de Juda; également ""Caleb""",kᵊlūvāy,
3622,כְּלוּהוּ,H,3615+כלה,vient de H3615,,N_N-M-P,Keluhu,"Keluhu = ""mon accomplissement""<br>1) un homme qui avait une épouse étrangère au temps d'Esdras",kᵊlūhū,
3623,כְּלוּלָה,H,3618+כלה,vient de H3618,,N-F,fiancée,"1) fiançailles, épousailles",kᵊlūlā,
3624,כֶּ֫לַח,H,,vient d'une racine du sens d'être complet,,N-M,vieillesse,"1) pleine force, vigueur, force rude ou ferme",kelaḥ,
3625,כֶּ֫לַח,H,3624+כלח,même mot que H3624,,N_N--L,Calach,"Calach = ""vigueur""<br>1) une des plus anciennes cités d'Assyrie; peut-être l'actuelle'Nimrûd' à environ 30 km au sud de Ninive",kelaḥ,
3626,כׇּל־חֹזֶה,H,3605+כול כול|2374+חוזה,vient De H3605 et H2374,,N_N-M-P,Col-Hozé,"Col-Hozé = ""celui qui voit tout""<br>1) père d'un réparateur des murs de Jérusalem au temps de Néhémie",kol-ḥōzeh,
3627,כְּלִי,H,3615+כלה,vient de H3615,,N-M,objets,"1) article, vaisselle, outil, ustensile<br>  1a) article, objet (en général)<br>  1b) ustensile, outil, appareil, vaisselle<br>     1b1) arme (de chasse ou de guerre)<br>     1b2) instrument (de musique)<br>     1b3) objet, outil (de travail)<br>     1b4) équipement, joug (des boeufs)<br>     1b5) ustensiles, meubles<br>  1c) vases, réceptacles (en général)<br>  1d) vaisseaux (navires) de roseaux",kᵊlī,
3628,כְּלִיא,H,3607+כלא,vient De H3607 (comparer à H3608),,N-M,prison,1) emprisonnement,kᵊlīʾ,
3629,כִּלְיָה,H,3627+כלי,vient De H3627 (seulement pluriel),,N-F,rognons,1) rognons<br>  1a) l'organe physique (lit.)<br>  1b) le siège de l'émotion et de l'affection (figuré)<br>  1c) des animaux sacrifiés<br>2) (TWOT) reins,kilyā,
3630,כִּלְיוֹן,H,3631+כליון,une forme de H3631,,N_N-M-P,Kiljon,"Kiljon = ""qui languit""<br>1) un Ephraïmite et fils de Elimélec par Naomi et le mari décédéde Ruth (ou peut-être le mari défunt de Orpa)",kilyōn,
3631,כִּלָּיוֹן,H,3615+כלה,vient de H3615,,N-M,languissant,"1) achèvement, destruction, consommation, anéantissement<br>2) manquement, languissement",killāyōn,
3632,כָּלִיל,H,3634+כלל,vient de H3634,,A,entièrement,"1) entier, tout, parfait<br>adv 2) totalement, entièrement<br>subst 3) entier, offrande entièrement consumée, holocauste, totalité",kālīl,
3633,כַּלְכֹּל,H,3557+כול,vient de H3557,,N_N-M-P,Calcol,"Calcol = ""soutien, maintien""<br>1) fils ou descendant de Zérach de Juda et un des hommes sages à qui Salomon fut comparé",kalkōl,
3634,כָּלַל,H,,une racine primaire,,V,rendre parfait,"1) compléter, parfaire, rendre parfait",kālal,
3635,כְּלַל,A,3634+כלל,(araméen) correspondant à H3634,"שַׁכְלֵל, כְּלַל",V,relever,"1) finir, compléter<br>  1a) (Saf'el) finir<br>  1b) (Ishtaphel) être achevé",kᵊlal,
3636,כְּלָ֑ל,H,3634+כלל,vient de H3634,,N_N-M-P,Kelal,"Kelal = ""achèvement""<br>1) un Israélite qui avait une épouse étrangère au temps d'Esdras",kᵊlāl,
3637,כָּלַם,H,,une racine primaire,,V,objet de honte,"1) insulter, honte, humilier, rougir, être honteux, être rendu honteux, recevoir des reproches, être humilié<br>  1a) (Niphal)<br>     1a1) être humilié, être honteux<br>     1a2) être déshonoré, être confondu, confus<br>  1b) (Hifil)<br>     1b1) rendre honteux, humilier, causer de la honte<br>     1b2) montrer de la honte<br>  1c) (Hof'al)<br>     1c1) être insulté, être humilié",kālam,
3638,כִּלְמָד,H,,dérivation étrangère,,N_N--L,Kilmad,"Kilmad = ""enclos""<br>1) une cité d'Assyrie mentionnée en liaison avec Séba et Assur (<a href=""strong-hebreu-804.html"" title=""Strong hébreu 0804"">0804</a>)",kilmād,
3639,כְּלִמָּה,H,3637+כלם,vient de H3637,,N-F,reproches,"1) disgrâce, reproche, honte, confusion, déshonneur, insulte, ignominie",kᵊlimmā,
3640,כְּלִמּוּת,H,3639+כלמה,vient de H3639,,N-F,honte,"1) honte, disgrâce, ignominie",kᵊlimmūt,
3641,כַּלְנֵ֑ה,H,,dérivation étrangère,"כַּלְנֵ֑ה, כַּלְנֶה",N_N--L,Calné,"Calné ou Calno = ""forteresse de Anu""<br>1) une cité de Babylonie nommée parmi les cités de Nimrod<br>  1a) peut-être l'actuelle ""Niffer""<br>2) une cité Assyrienne<br>  2a) peut-être la même que<br>1) puisqu'elle fut prise par l'Assyrieau 8ème siècle avant J.C",kalnēh,m
3642,כָּמַהּ,H,,une racine primaire,,V,soupire,"1) (Qal) soupirer après, faiblir, défaillir avec un désir ardent",kāmah,
3643,כִּמְהָם,H,3642+כמה,vient de H3642,,N_N-M-P;N_N--L,Kimham,"Kimham = ""leur désir ardent""<br>1) un disciple et probablement un fils de Barzillaï le Galaadite quirevint d'au delà du Jourdain avec David; apparemment David luiaccorda une possession en Bethléhem où se tenait une auberge<br>n pr loc 2) apparemment l'auberge prés de Bethléhem située sur la possessiondonnée par David à Kimham le disciple ou fils de Barzillaï le Galaadite",kimhām,
3644,כְּמוֹ,H,,"une forme du préfixe ""k-"", mais utilisé séparément [comparer à H3651]",,CONJ,dès,"1) comme, tel que, semblable<br>conj 2) quand, selon",kᵊmō,
3645,כְּמוֹשׁ,H,,(Jérémie 48.7) Vient d'une racine du sens de subjuguer,,N_N-M-T,Kemosch,"Kemosch = ""subjugueur, qui asservit""<br>1) la divinité nationale des Moabites et un dieu des Ammonites<br>  1a) semblable à 'Baal-Peor', 'Baal-Zebub', ""Mars"" et ""Saturne""<br>  1b) le culte de ce dieu fut introduit à Jérusalem par Salomonet aboli par le roi Josias de Juda",kᵊmōš,
3646,כַּמֹּן,H,,vient d'une racine du sens d'emmagasiner ou préserver,,N-M,cumin,1) cumin<br>  1a) une graine utilisée comme condiment,kammōn,
3647,כָּמַס,H,,une racine primaire,,V,caché,"1) emmagasiner, sauver<br>  1a) (Qal) caché",kāmas,
3648,כָּמַר,H,,une racine primaire,,V,être ému,"1) soupirer, être brûlant, être noir (chaud), devenir chaud et tendre, devenir agité par l'émotion",kāmar,
3649,כֹּ֫מֶר,H,3648+כמר,vient de H3648,,N-M,prêtres,"1) prêtre, sacrificateur idolâtre",kōmer,
3650,כִּמְרִיר,H,3648+כמר,vient de H3648,,N-M,noirs,"1) noirceur, obscurité, ténèbres",kimrīr,
3651,כֵּן,H,3559+כון,vient de H3559,"[כִּי עַל] כֵּן, כֵּן, כֵּן",ADV,ainsi,"1) de sorte que, donc, ainsi<br>  1a) juste ainsi<br>  1b) aussi ... que (avec adv)<br>  1c) alors<br>  1d) d'autant que<br>  1e) (avec prep)<br>     1g1) ceci étant, donc<br>     1g2) jusqu'ici<br>     1g3) à ce sujet (en général)<br>  1g4) ensuite<br>  1g5) dans un tel cas<br>adj 2) droit, juste, honnête, vrai, véritable<br>  2a) correct<br>  2b) sincère<br>  2c) vrai!, bien!, correct! (en assentiment)",kēn,m
3652,כֵּן,A,3651+כן,(araméen) correspondant à H3651,,ADV,ainsi,"1) ainsi, de telle sorte, selon ce qui suit",kēn,
3653,כֵּן,H,3651+כן,"même mot que H3651, utilisé comme un nom",,N-M,charge,"1) base, support, piédestal, fonction, pied, endroit, état",kēn,
3654,כֵּן,H,3661+כנן,vient De H3661 dans le sens d'accrocher,,N-M,poux,"1) moucheron, essaim de mouches, poux",kēn,
3655,כָּנָה,H,,une racine primaire,,V,flatter,"1) titrer, surnommer, être surnommé, donner un épithète ou surnom, donner un titre flatteur<br>  1a) (Piel) appeler par le nom, donner un titre",kānā,
3656,כַּנֶּה,H,3641+כלנה כלנה כלנו,pour H3641 ?,,N_N--L,Canné,"Canné = ""donner un titre flatteur""<br>1) une cité apparemment en Mésopotamie",kanneh,
3657,כַּנָּה,H,3661+כנן,vient de H3661,,N-F,non traduit,"1) vigne, racine, tronc (d'un arbre), tirer",kannā,
3658,כִּנּוֹר,H,,vient d'une racine du sens de nasiller,,N-M,harpe,"1) lyre, harpe",kinnōr,
3659,כׇּנְיָהוּ,H,3204+יכניה יכניהו יכוניה,pour H3204,,N_N-M-P,Jeconia,"Jeconia = ""l'éternel établira""<br>1) un autre nom du roi Jojakin de Juda, l'avant dernier roi sur letrône avant la captivité",konyāhū,
3660,כְּנֵ֫מָא,A,3644+כמו כמו,(araméen) correspondant à H3644,,ADV,suivant,"1) ainsi, de sorte que, à l'avenant, comme suit",kᵊnēmāʾ,
3661,כָּנַן,H,,une racine primaire,,N-F,non traduit,"1) (Qal) vigne, racine, tronc (d'un arbre), tirer",kānan,
3662,כְּנָנִי,H,3661+כנן,vient de H3661,,N_N-M-P,Kenani,"Kenani = ""où je suis établi"", ""protégé ""<br>1) un des Lévites qui assistèrent à la purification solennelle dupeuple sous Esdras",kᵊnānī,
3663,כְּנַנְיָ֫הוּ,H,3661+כנן|3050+יה,vient De H3661 et H3050,,N_N-M-P,Kenania,"Kenania = ""l'éternel établit""<br>1) un chef chanteur Lévite qui assista à la procession du transportde l'arche<br>2) un fonctionnaire Jitseharite de David",kᵊnanyāhū,
3664,כָּנַס,H,,une racine primaire,,V,rassembler,"1) rassembler, recueillir, rassembler, envelopper<br>  1a) assembler ensemble, s'envelopper",kānas,
3665,כָּנַע,H,,une racine primaire,,V,humilier,"1) être humble, être humilié, être subjugué, être rabaissé, être emmenéen soumission<br>  1a) (Niphal)<br>     1a1) s'humilier<br>     1a2) être humilié, sous un joug<br>  1b) (Hiphil)<br>     1b1) humilier<br>     1b2) soumettre, dompter",kānaʿ,
3666,כִּנְעָה,H,3665+כנע,vient De H3665 dans le sens d'être plié [comparer à H3664],,N-F,ce qui t'appartient,"1) paquet, sac, ce qui est entassé",kinʿā,
3667,כְּנַ֫עַן,H,3665+כנע,vient de H3665,"כְּנַ֫עַן, כְּנַ֫עַן",N_N-M-P;N_N--L;N_N--LG,Canaan,"Canaan = ""terre basse"", ""marchand""<br>1) le 4ème fils de Cham et le père des Phéniciens et des diversesnations qui peuplèrent la côte de Palestine<br>n pr loc 2) la terre à l'ouest du Jourdain peuplée par les descendants de Canaanet ensuite conquise par les Israélites sous Josué<br>3) Nom masculin : marchand, commerçant",kᵊnaʿan,m
3668,כְּנַעֲנָה,H,3667+כנען,vient de H3667,,N_N-M-P,Kenaana,"Kenaana = ""commerçant""<br>1) père de Sédécias le faux prophète de Achab<br>2) fils de Bilhan, petit-fils de Jediaël, et descendant de Benjaminet le fondateur d'une maison de Benjamin",kᵊnaʿănā,
3669,כְּנַעֲנִי,H,3667+כנען,patronyme de H3667,"כְּנַעֲנִי, כְּנַעֲנִי",N_N--LG|N_N-M,Cananéen,"Cananéen = voir Canaan ""marchand, terre basse""<br>1) descendant ou habitant de Canaann<br>3) un négociant, commerçant, marchand",kᵊnaʿănī,m
3670,כָּנַף,H,,une racine primaire,,V,se cacheront,"1) être posé ou jeté dans un coin, être caché de la vue, être dans une encoignure, être mis de côté.<p><span lang=""fr-ca"">2) figurativement, comme dans le cas des anges qui sont des esprits incorporels, les ailes signifient «être recouvert de la gloire de Dieu» ou encore «être dans les extrémités de la présence de Dieu».</span>",kānaf,
3671,כָּנָף,H,3670+כנף,vient de H3670,,N-F,ailes,"1) aile, extrémité, bord, bordure, coin, vêtement<br>  1a) aile<br>  1b) extrémité<br>     1b1) frange, pan (d'un vêtement)",kānāf,
3672,כִּנֶּ֫רֶת,H,3658+כנור,respectivement pluriel et singulier féminin même sens que H3658,,N_N--L,Kinnéreth,"Kinnéreth = ""harpes""<br>1) l'ancien nom de la Mer de Galilée<br>2) ville et district de Nephthali proche de la Mer de Galilée",kinneret,
3673,כְּנַשׁ,A,3664+כנס,(araméen) correspondant à H3664,,V,s'assembler,"1) rassembler<br>  1a) (P'al) rassembler<br>  1b) (Ithpael) assemblés, rassemblés",kᵊnaš,
3674,כְּנָת,H,3655+כנה,vient de H3655,,N-M,collègues,"1) associé, collègue, compagnon",kᵊnāt,
3675,כְּנָת,A,3674+כנת,(araméen) correspondant à H3674,,N-M,collègues,"1) compagnon, associé",kᵊnāt,
3676,כֵּס,H,3678+כסא כסה|5251+נס,"apparemment une contraction pour H3678, mais probablement par transcription erronée pour H5251",,N-M,a été levée,"1) siège (d'honneur), trône, siège, escabeau",kēs,
