strongNumber,etymDesc,heading,entrycontent
3569,patronyme de H3568,éthiopien,"Cuschi ou éthiopien = voir Cuschan ""leur noirceur""<br>1) un des descendants de Cusch le petit-fils de Noé à travers Chamet un membre de cette nation ou peuple<br>2) un des courriers de Joab<br>3) (TWOT) éthiopien"
3570,le même que H3569,Cuschi,"Cuschi = ""leur noirceur""<br>1) un ancêtre de Jehudi (Jérémie 36.14)<br>2) le père du prophète Sophonie (Sophonie 1.1)"
3571,vient de H3569,éthiopienne,"1) une femme éthiopienne, de Cuschi, l'épouse de Moïse ainsi appeléepar Marie et Aaron"
3572,vient peut-être de H3568,éthiopie,"éthiopie (ou Cuschan) = ""leur noirceur""<br>1) un lieu en Arabie ou Mésopotamie; site inconnu voir définition <a href=""strong-hebreu-3569.html"" title=""Strong hébreu 03569"">03569</a>"
3573,vient apparemment De H3572 et deux fois H7564,Cuschan-Rischeathaïm,"Cuschan-Rischeathaïm = ""noirceur doublement méchante""<br>1) un roi de Mésopotamie vaincu par le juge Othniel le gendre de Caleb"
3574,vient de H3787,captifs,1) prospérité<br>2) (TWOT) chantant
3575,d'origine étrangère,Cuth,"Cuth = ""broyage""<br>1) lieu d'où le roi Sargon d'Assyrie importa des colons en Israël;probablement à une trentaine de kilomètres au nord-est de Babylone"
3576,une racine primaire,mentir,"1) mentir, dire un mensonge, être un menteur, manquer<br>  1a) (Qal) menteur<br>  1b) (Nifal) être convaincu de mensonge<br>  1c) (Piel)<br>     1c1) mentir, tromper, décevoir<br>     1c2) désappointer, manquer, échouer"
3577,vient de H3576,mensonge,"1) un mensonge, contre vérité, fausseté, chose trompeuse"
3578,vient de H3576,Cozéba,"Cozéba = ""mensonge, fourbe""<br>1) ville de Juda"
3579,vient de H3576,Cozbi,"Cozbi = ""mon mensonge""<br>1) fille de Tsur, chef des Madianites, qui fut tuée par Phinées à cause de son adultère"
3580,vient de H3576,Czib,"Czib = ""fausse""<br>1) une ville en Juda"
3581,(Daniel 11.6) Vient d'une racine du sens d'être ferme,richesse,"1) force, pouvoir, puissance<br>  1a) force humaine<br>  1b) force (des anges)<br>  1c) pouvoir (de Dieu)<br>  1d) force (des animaux)<br>  1e) produire, richesse (du terroir)<br>2) un petit reptile, probablement une sorte de lézard, que Segondtraduit par grenouille, animal qui est impur<br>  2a) peut-être un animal disparu, sens exact inconnu"
3582,une racine primaire,cacher,"1) cacher, dissimuler, détruire, rendre désolé, donner un coup de pied<br>  1a) (Nifal)<br>     1a1) être caché<br>     1a2) être effacé, être détruit, être exterminé<br>  1b) (Piel) couvrir, cacher<br>  1c) (Hifil)<br>     1c1) cacher<br>     1c2) effacer, anéantir"
3583,une racine primaire,mettre du fard,"1) (Qal) peindre (les yeux), orner de peinture, mettre du fard"
3584,une racine primaire,mentir,"1) tromper, mensonge, être désappointé, être faux, être insuffisant,être trouvé menteur, nier, renier, dissimuler, traiter faussement<br>  1a) (Qal) devenir maigre, être épuisé<br>  1b) (Nifal) faire des courbettes, feindre l'obéissance<br>  1c) (Piel)<br>     1c1) décevoir, nier faussement<br>     1c2) agir d'une manière trompeuse<br>     1c3) flatter"
3585,vient de H3584,mensonge,"1) mensonge, tromperie, duperie<br>2) maigreur, défaut"
3586,vient de H3584,menteurs,"1) trompeur, faux, décevant, menteur"
3587,vient de H3554,marque flétrissante,"1) brûlure, stigmate"
3588,particule primaire,que,"1) que, pour, parce que, quand, quoique, comme, mais, alors, certainement, sauf, sûrement, puisque<br>  1a) voici<br>     1a1) oui, en effet<br>  1b) quand (de temps)<br>     1b1) si, quoique (avec concession)<br>  1c) seulement, néanmoins<br>  1d) sûrement<br>  1e) ceci est, voilà<br>  1f) d'autant que, donc"
3589,vient d'une racine primaire du sens de frapper,ruine,"1) ruine, destruction"
3590,vient du même mot que H3589 (comparer à H3539),étincelles,1) étincelle
3591,vient du même mot que H3589,javelot,"1) javelot, épée courte, un dard"
3592,le même que H3591,Kidon,"Kidon = ""javelot""<br>1) le nom du propriétaire ou le lieu où Uzza trouva la mort pour avoirtouché l'arche"
3593,dérivation incertaine,combattre,"1) attaque, assaut, combat"
3594,vient de H3559,piédestal,"Kiyuwn ? : image, idole<br>1) probablement une statue d'un dieu Assyro-Babylonien de la planète Saturne et utilisé pour symboliser l'apostasie Israélite"
3595,vient de le même que H3564,cuve,"1) pot, cuvette, cuve, casserole<br>  1a) pot, chaudron<br>  1b) bassin, plate-forme, scène"
3596,vient De H3557 dans le sens de refuser,fourbe,"1) coquin, gredin, valet"
3597,vient d'une racine du sens de frapper avec du bruit,marteaux,"1) grande hache, marteau, hache"
3598,vient du même mot que H3558,Pléiades,"1) Pléiades, une constellation de sept étoiles"
3599,une forme de H3563,sac,"1) sac, bourse<br>  1a) pour des poids, de la monnaie"
3600,une forme de H3564,le foyer,"1) fourneau, foyer, four de cuisine"
3601,vient de H3787,quenouille,"1) fuseau, quenouille"
3602,vient de H3541,ainsi,"1) comme ceci, ainsi"
3603,vient de H3769,talent,"1) rond<br>  1a) un district rond (environs de la vallée du Jourdain)<br>  1b) un morceau rond (de pain)<br>  1c) un poids rond, talent (d'or, d'argent, de bronze, ...)"
3604,(araméen) correspondant à H3603,talents,"1) talent, (pièce de monnaie)"
3605,(Jérémie 33.8) Vient de H3634,tout,"1) tout, l'entier<br>  1a) le tout<br>  1b) n'importe quel, chaque, chacun, toute chose<br>  1c) totalité"
3606,(araméen) correspondant à H3605,tout,"1) tout, l'entier, le tout<br>  1a) la totalité<br>  1b) chaque, chacun, aucun"
3607,une racine primaire,tomber,"1) restreindre, contenir, refuser, fermer, retenir, se retenir, défendre<br>  1a) (Qal)<br>     1a1) fermer, empêcher, refuser<br>  1b) (Niphal) être retenu<br>  1c) (Piel) finir"
3608,vient de H3607,prison,"1) emprisonnement, confinement, retenue"
3609,vient apparemment De H3607 et H1,Kileab,"Kileab = ""comme son père""<br>1) le 2ème fils de David, par Abigaïl"
3610,vient De H3608 dans son sens originel de séparation,espèces différentes,"1) deux sortes, mélange<br>  1a) pratique interdite pour le bétail (le croisement), pour lessemences et les tissus des vêtements"
3611,"vient d'une racine du sens de japper, ou autrement attaquer",chien,1) chien<br>  1a) chien (littéral)<br>  1b) mépris ou avilissement (figuré)<br>  1c) d'un sacrifice païen<br>  1d) d'un culte de prostitution masculine (figuré)
3612,est peut-être une forme de H3611,Caleb,"Caleb = ""chien""<br>1) le fils pieux de Jephunné et le fidèle espion qui fit un rapportfavorable sur la Terre Promise et sur l'urgence de la capturer<br>2) fils de Hetsron et petit-fils de Pérets et descendant de Juda, et le père de Hur et grand-père de Caleb l'espion"
3613,vient De H3612 et H672,Caleb-éphratha,"Caleb-éphratha = ""chien fécond""<br>1) un lieu en Galaad"
3614,probablement transcription erronée pour Kalebiy (kaw-lay-bee'); patronyme de H3612,descendait de Caleb,1) un descendant de Caleb
3615,une racine primaire,achever,"1) accomplir, cesser, consumer, déterminer, finir, manquer, être complet,être accompli, être fini, être au bout, être dépensé<br>  1a) (Qal)<br>     1a1) être complet, être à une fin<br>     1a2) être complété, être terminé<br>     1a3) être accompli<br>     1a4) être déterminé<br>     1a5) être dépensé, être utilisé<br>     1a6) gaspiller, être épuisé, manquer<br>     1a7) arriver à la fin, s'évanouir, périr, être détruit<br>  1b) (Piel)<br>     1b1) compléter, finir<br>     1b2) accomplir<br>     1b3) déterminer (en pensée)<br>     1b4) faire cesser<br>     1b5) détruire, exterminer"
3616,vient de H3615,languiront,"1) affaibli par le désir, désir ardent, languir"
3617,vient de H3615,entièrement,"1) achèvement, terminaison, fin entière, complète destruction, consommation, anéantissement<br>  1a) achèvement<br>     1a1) complètement, tout à fait (adv)"
3618,vient de H3634,belle fille,"1) mariée, belle-fille<br>  1a) jeune épouse"
3619,vient du même mot que H3611,corbeille,"1) cage, corbeille, cage à chien"
3620,même mot que H3619,Kelub,"Kelub = ""corbeille, cage à oiseau""<br>1) un descendant de Juda<br>2) père de Ezri, un des fonctionnaires de David"
3621,une forme de H3612,Kelubaï,"Kelubaï = ""celui qui est en cage, chien""<br>1) fils de Hetsron de Juda; également ""Caleb"""
3622,vient de H3615,Keluhu,"Keluhu = ""mon accomplissement""<br>1) un homme qui avait une épouse étrangère au temps d'Esdras"
3623,vient de H3618,fiancée,"1) fiançailles, épousailles"
3624,vient d'une racine du sens d'être complet,vieillesse,"1) pleine force, vigueur, force rude ou ferme"
3625,même mot que H3624,Calach,"Calach = ""vigueur""<br>1) une des plus anciennes cités d'Assyrie; peut-être l'actuelle'Nimrûd' à environ 30 km au sud de Ninive"
3626,vient De H3605 et H2374,Col-Hozé,"Col-Hozé = ""celui qui voit tout""<br>1) père d'un réparateur des murs de Jérusalem au temps de Néhémie"
3627,vient de H3615,objets,"1) article, vaisselle, outil, ustensile<br>  1a) article, objet (en général)<br>  1b) ustensile, outil, appareil, vaisselle<br>     1b1) arme (de chasse ou de guerre)<br>     1b2) instrument (de musique)<br>     1b3) objet, outil (de travail)<br>     1b4) équipement, joug (des boeufs)<br>     1b5) ustensiles, meubles<br>  1c) vases, réceptacles (en général)<br>  1d) vaisseaux (navires) de roseaux"
3628,vient De H3607 (comparer à H3608),prison,1) emprisonnement
3629,vient De H3627 (seulement pluriel),rognons,1) rognons<br>  1a) l'organe physique (lit.)<br>  1b) le siège de l'émotion et de l'affection (figuré)<br>  1c) des animaux sacrifiés<br>2) (TWOT) reins
3630,une forme de H3631,Kiljon,"Kiljon = ""qui languit""<br>1) un Ephraïmite et fils de Elimélec par Naomi et le mari décédéde Ruth (ou peut-être le mari défunt de Orpa)"
3631,vient de H3615,languissant,"1) achèvement, destruction, consommation, anéantissement<br>2) manquement, languissement"
3632,vient de H3634,entièrement,"1) entier, tout, parfait<br>adv 2) totalement, entièrement<br>subst 3) entier, offrande entièrement consumée, holocauste, totalité"
3633,vient de H3557,Calcol,"Calcol = ""soutien, maintien""<br>1) fils ou descendant de Zérach de Juda et un des hommes sages à qui Salomon fut comparé"
3634,une racine primaire,rendre parfait,"1) compléter, parfaire, rendre parfait"
3635,(araméen) correspondant à H3634,relever,"1) finir, compléter<br>  1a) (Saf'el) finir<br>  1b) (Ishtaphel) être achevé"
3636,vient de H3634,Kelal,"Kelal = ""achèvement""<br>1) un Israélite qui avait une épouse étrangère au temps d'Esdras"
3637,une racine primaire,objet de honte,"1) insulter, honte, humilier, rougir, être honteux, être rendu honteux, recevoir des reproches, être humilié<br>  1a) (Niphal)<br>     1a1) être humilié, être honteux<br>     1a2) être déshonoré, être confondu, confus<br>  1b) (Hifil)<br>     1b1) rendre honteux, humilier, causer de la honte<br>     1b2) montrer de la honte<br>  1c) (Hof'al)<br>     1c1) être insulté, être humilié"
3638,dérivation étrangère,Kilmad,"Kilmad = ""enclos""<br>1) une cité d'Assyrie mentionnée en liaison avec Séba et Assur (<a href=""strong-hebreu-804.html"" title=""Strong hébreu 0804"">0804</a>)"
3639,vient de H3637,reproches,"1) disgrâce, reproche, honte, confusion, déshonneur, insulte, ignominie"
3640,vient de H3639,honte,"1) honte, disgrâce, ignominie"
3641,dérivation étrangère,Calné,"Calné ou Calno = ""forteresse de Anu""<br>1) une cité de Babylonie nommée parmi les cités de Nimrod<br>  1a) peut-être l'actuelle ""Niffer""<br>2) une cité Assyrienne<br>  2a) peut-être la même que<br>1) puisqu'elle fut prise par l'Assyrieau 8ème siècle avant J.C"
3642,une racine primaire,soupire,"1) (Qal) soupirer après, faiblir, défaillir avec un désir ardent"
3643,vient de H3642,Kimham,"Kimham = ""leur désir ardent""<br>1) un disciple et probablement un fils de Barzillaï le Galaadite quirevint d'au delà du Jourdain avec David; apparemment David luiaccorda une possession en Bethléhem où se tenait une auberge<br>n pr loc 2) apparemment l'auberge prés de Bethléhem située sur la possessiondonnée par David à Kimham le disciple ou fils de Barzillaï le Galaadite"
3644,"une forme du préfixe ""k-"", mais utilisé séparément [comparer à H3651]",dès,"1) comme, tel que, semblable<br>conj 2) quand, selon"
3645,(Jérémie 48.7) Vient d'une racine du sens de subjuguer,Kemosch,"Kemosch = ""subjugueur, qui asservit""<br>1) la divinité nationale des Moabites et un dieu des Ammonites<br>  1a) semblable à 'Baal-Peor', 'Baal-Zebub', ""Mars"" et ""Saturne""<br>  1b) le culte de ce dieu fut introduit à Jérusalem par Salomonet aboli par le roi Josias de Juda"
3646,vient d'une racine du sens d'emmagasiner ou préserver,cumin,1) cumin<br>  1a) une graine utilisée comme condiment
3647,une racine primaire,caché,"1) emmagasiner, sauver<br>  1a) (Qal) caché"
3648,une racine primaire,être ému,"1) soupirer, être brûlant, être noir (chaud), devenir chaud et tendre, devenir agité par l'émotion"
3649,vient de H3648,prêtres,"1) prêtre, sacrificateur idolâtre"
3650,vient de H3648,noirs,"1) noirceur, obscurité, ténèbres"
3651,vient de H3559,ainsi,"1) de sorte que, donc, ainsi<br>  1a) juste ainsi<br>  1b) aussi ... que (avec adv)<br>  1c) alors<br>  1d) d'autant que<br>  1e) (avec prep)<br>     1g1) ceci étant, donc<br>     1g2) jusqu'ici<br>     1g3) à ce sujet (en général)<br>  1g4) ensuite<br>  1g5) dans un tel cas<br>adj 2) droit, juste, honnête, vrai, véritable<br>  2a) correct<br>  2b) sincère<br>  2c) vrai!, bien!, correct! (en assentiment)"
3652,(araméen) correspondant à H3651,ainsi,"1) ainsi, de telle sorte, selon ce qui suit"
3653,"même mot que H3651, utilisé comme un nom",charge,"1) base, support, piédestal, fonction, pied, endroit, état"
3654,vient De H3661 dans le sens d'accrocher,poux,"1) moucheron, essaim de mouches, poux"
3655,une racine primaire,flatter,"1) titrer, surnommer, être surnommé, donner un épithète ou surnom, donner un titre flatteur<br>  1a) (Piel) appeler par le nom, donner un titre"
3656,pour H3641 ?,Canné,"Canné = ""donner un titre flatteur""<br>1) une cité apparemment en Mésopotamie"
3657,vient de H3661,non traduit,"1) vigne, racine, tronc (d'un arbre), tirer"
3658,vient d'une racine du sens de nasiller,harpe,"1) lyre, harpe"
3659,pour H3204,Jeconia,"Jeconia = ""l'éternel établira""<br>1) un autre nom du roi Jojakin de Juda, l'avant dernier roi sur letrône avant la captivité"
3660,(araméen) correspondant à H3644,suivant,"1) ainsi, de sorte que, à l'avenant, comme suit"
3661,une racine primaire,non traduit,"1) (Qal) vigne, racine, tronc (d'un arbre), tirer"
3662,vient de H3661,Kenani,"Kenani = ""où je suis établi"", ""protégé ""<br>1) un des Lévites qui assistèrent à la purification solennelle dupeuple sous Esdras"
3663,vient De H3661 et H3050,Kenania,"Kenania = ""l'éternel établit""<br>1) un chef chanteur Lévite qui assista à la procession du transportde l'arche<br>2) un fonctionnaire Jitseharite de David"
3664,une racine primaire,rassembler,"1) rassembler, recueillir, rassembler, envelopper<br>  1a) assembler ensemble, s'envelopper"
3665,une racine primaire,humilier,"1) être humble, être humilié, être subjugué, être rabaissé, être emmenéen soumission<br>  1a) (Niphal)<br>     1a1) s'humilier<br>     1a2) être humilié, sous un joug<br>  1b) (Hiphil)<br>     1b1) humilier<br>     1b2) soumettre, dompter"
3666,vient De H3665 dans le sens d'être plié [comparer à H3664],ce qui t'appartient,"1) paquet, sac, ce qui est entassé"
3667,vient de H3665,Canaan,"Canaan = ""terre basse"", ""marchand""<br>1) le 4ème fils de Cham et le père des Phéniciens et des diversesnations qui peuplèrent la côte de Palestine<br>n pr loc 2) la terre à l'ouest du Jourdain peuplée par les descendants de Canaanet ensuite conquise par les Israélites sous Josué<br>3) Nom masculin : marchand, commerçant"
3668,vient de H3667,Kenaana,"Kenaana = ""commerçant""<br>1) père de Sédécias le faux prophète de Achab<br>2) fils de Bilhan, petit-fils de Jediaël, et descendant de Benjaminet le fondateur d'une maison de Benjamin"
3669,patronyme de H3667,Cananéen,"Cananéen = voir Canaan ""marchand, terre basse""<br>1) descendant ou habitant de Canaann<br>3) un négociant, commerçant, marchand"
3670,une racine primaire,se cacheront,"1) être posé ou jeté dans un coin, être caché de la vue, être dans une encoignure, être mis de côté.<p><span lang=""fr-ca"">2) figurativement, comme dans le cas des anges qui sont des esprits incorporels, les ailes signifient «être recouvert de la gloire de Dieu» ou encore «être dans les extrémités de la présence de Dieu».</span>"
3671,vient de H3670,ailes,"1) aile, extrémité, bord, bordure, coin, vêtement<br>  1a) aile<br>  1b) extrémité<br>     1b1) frange, pan (d'un vêtement)"
3672,respectivement pluriel et singulier féminin même sens que H3658,Kinnéreth,"Kinnéreth = ""harpes""<br>1) l'ancien nom de la Mer de Galilée<br>2) ville et district de Nephthali proche de la Mer de Galilée"
3673,(araméen) correspondant à H3664,s'assembler,"1) rassembler<br>  1a) (P'al) rassembler<br>  1b) (Ithpael) assemblés, rassemblés"
3674,vient de H3655,collègues,"1) associé, collègue, compagnon"
3675,(araméen) correspondant à H3674,collègues,"1) compagnon, associé"
3676,"apparemment une contraction pour H3678, mais probablement par transcription erronée pour H5251",a été levée,"1) siège (d'honneur), trône, siège, escabeau"
3677,vient apparemment de H3680,lune,1) lune (pleine ou nouvelle)
3678,vient de H3680,trône,"1) siège (d'honneur), trône, siège, marche<br>  1a) trône<br>  1b) dignité royale, autorité, pouvoir (figuré)"
3679,(araméen) pour H3778,Chaldéen,"Chaldéen = voir Chaldée ""briseur se motte de terre"", ""comme des démons""<br>1) race d'un peuple généralement associé avec le territoire aux environs de Babylone<br>2) à Babylone, synonyme de prêtre, avec de la sagesse, et unehabileté identique aux magiciens et devins"
3680,une racine primaire,couvrir,"1) couvrir, cacher, dissimuler<br>  1a) (Qal) caché, couvert<br>  1b) (Niphal) être couvert<br>  1c) (Piel)<br>     1c1) couvrir, habiller<br>     1c2) couvrir, cacher<br>     1c3) abriter (pour protection)<br>     1c4) recouvrir, étendre sur<br>     1c5) couvrir, accabler<br>  1d) (Pual)<br>     1d1) être couvert<br>     1d2) être vêtu<br>  1e) (Hithpael) se couvrir, se vêtir"
3681,vient de H3680,couverture,"1) enveloppe, couverture extérieure"
3682,vient de H3680,voile,"1) couverture, vêtements<br>  1a) voile (pour dissimulation)"
3683,une racine primaire,être coupé,"1) découper, couper (de plantes)<br>  1a) (Qal) coupé, séparé<br>     1a1) du jugement (figuré)"
3684,vient de H3688,insensé,"1) sot, stupide, lourdaud, niais, insensé, arrogant"
3685,même mot que H3684,Orion,"1) constellation, Orion, les astres<br>  1a) Orion, la constellation<br>  1b) constellation (en général)"
3686,même mot que H3684,Kesil,"Kesil = ""sot, fou""<br>1) une ville de l'extrême sud de Juda et à une vingtaine de kilomètresau sud-ouest de Beer-Schéba; peut-être la même que <a href=""strong-hebreu-1329.html"" title=""Strong hébreu 01329"">01329</a>"
3687,vient de H3684,folie,"1) folie, stupidité"
3688,une racine primaire,insensés,"1) (Qal) être fou, sot, stupide, insensé"
3689,vient de H3688,flancs,"1) reins, flanc<br>2) stupidité, folie<br>3) confiance, espérance, assurance"
3690,vient de H3689,soutien,"1) confiance<br>2) folie, stupidité"
3691,probablement d'origine étrangère,Kisleu,"Kisleu = ""sa confiance""<br>1) le 9ème mois du calendrier correspondant à Novembre-Décembre"
3692,vient de H3688,Kislon,"Kislon = ""confiance, espoir""<br>1) père d'élidad, le prince choisi pour assister à la division duterritoire de Canaan entre les tribus"
3693,vient de H3688,Kesalon,"Kesalon = ""espérances""<br>1) une ville de la frontière du nord de Juda à environ 15 km à l'ouestde Jérusalem"
3694,féminin pluriel du participe passé de H3688,Kesulloth,"Kesulloth = ""confiance, flancs""<br>1) ville d'Issacar proche de Jizreel; voir ""Kisloth-Thabor"" <a href=""strong-hebreu-3696.html"" title=""Strong hébreu 03696"">03696</a>"
3695,un pluriel probablement de dérivation étrangère,Casluhim,"Casluhim = ""fortifié ""<br>1) peuple ou tribu qui descend de Mitsraïm (égypte) fondateurs des Philistins et Caphtorim"
3696,vient du féminin pluriel De H3689 et H8396,Kisloth-Thabor,"Kisloth-Thabor = ""les flancs du Thabor""<br>1) ville d'Issacar proche du Mont Thabor; également ""Kesullothvoir"" voir définition <a href=""strong-hebreu-3694.html"" title=""Strong hébreu 03694"">03694</a>"
3697,une racine primaire,couper,"1) (Qal) couper, tailler, arranger, tondre"
3698,vient de H3697,épeautre,1) épeautre - une plante semblable à du blé et récoltée au printemps
3699,une racine primaire,compterez,"1) (Qal) estimer, compter, supputer, calculer"
3700,une racine primaire,languir,"1) se languir de, désirer, soupirer après"
3701,vient de H3700,argent,"1) argent, monnaie<br>  1a) argent<br>     1a1) comme métal<br>     1a2) comme ornement<br>     1a3) comme couleur<br>  1b) monnaie, sicles, talents"
3702,(araméen) correspondant à H3701,argent,1) argent<br>  1a) comme métal<br>  1b) comme monnaie
3703,vient peut-être de H3701,Casiphia,"Casiphia = ""d'argent""<br>1) un lieu en Babylonie sur la route entre Babylone et Jérusalem;site incertain"
3704,vient de H3680,coussinets,"1) bande, filet, faux phylactères<br>  1a) utilisé par les fausses prophétesses en Israël pour étayerleurs plans démoniaques de diseuses de bonne aventure"
3705,(araméen) vient probablement de H3652,donc,"1) maintenant, à présent, jusqu'à maintenant"
3706,(araméen) vient de H3705,etc,"1) maintenant, et maintenant"
3707,une racine primaire,irriter,"1) être fâché, être vexé, être indigné, être courroucé, provoquer lacolère et le courroux"
3708,vient de H3707,indigné,"1) colère, vexations, provocation, chagrin<br>  1a) contrariété, dépit, irritation<br>     1a1) des hommes<br>     1a2) de Dieu<br>  1b) vexations, chagrin, frustration"
3709,vient de H3721,main,"1) palme, main, semelle, paume de la main, creux ou plat de la main<br>  1a) paume, creux ou plat de la main<br>  1b) pouvoir<br>  1c) semelle, plante du pied<br>  1d) objets creux ou courbés<br>     1d1) casserole, vaisselle<br>     1d3) fronde<br>     1d4) branches de palmiers<br>     1d5) poignée (courbé)"
3710,vient de H3721,rochers,"1) rocher, creux d'un rocher"
3711,une racine primaire,apaise,"1) (Qal) calmer, apaiser, pacifier, dompter"
3712,vient de H3709,branche de palmier,"1) branche, feuille, fronde, branche de palmier"
3713,vient de H3722,coupe,"1) bol, bassin, coupe<br>2) gelée blanche, givre"
3714,vient d'une racine du sens de joindre,bois,"1) chevron, poutre, support (sens douteux)"
3715,vient de H3722,lionceau,1) jeune lion<br>2) village
3716,féminin de H3715,Kephira,"Kephira = ""lionne, village""<br>1) une cité des Gabaonites attribuée à la tribu de Benjamin"
3717,une racine primaire,doubler,"1) doubler, plier en double, redoubler<br>  1a) (Qal) redoubler<br>  1b) (Niphal) être doublé"
3718,vient de H3717,double,"1) double, un redoublement"
3719,une racine primaire,étendit,"1) (Qal) affamer, avoir faim, désir avide<br>2) (CLBL) tordre, plier, courber"
3720,vient de H3719,famine,"1) faim, famine, faim douloureuse"
3721,une racine primaire,se courber,"1) plier, courber, se pencher, se courber, être courbé, plié"
3722,une racine primaire,expiation,"1) couvrir, purger, faire une expiation, réconciliation, recouvrir depoix<br>  1a) (Qal) revêtir ou couvrir de poix<br>  1b) (Piel)<br>     1b1) pacifier, rendre propice<br>     1b2) recouvrir, expier pour le péché<br>     1b3) expiation par des rites selon la loi"
3723,vient de H3722,villages,1) village
3724,vient de H3722,rançon,"1) prix d'une vie, rançon, un présent<br>2) asphalte, poix (pour recouvrir)<br>3) la plante de henné, nom d'une plante (henné ?)<br>4) village"
3725,vient de H3722,expiation,1) expiation
3726,"vient De H3723 et H5984, avec article interposé",Kephar-Ammonaï,"Kephar-Ammonaï = ""village des Ammonites""<br>1) un village de Benjamin"
3727,vient de H3722,propitiatoire,"1) siège de miséricorde, lieu de l'expiation, propitiatoire<br>  1a) le propitiatoire en or que le Souverain Sacrificateur aspergeait7 fois le jour de l'Expiation, réconciliant symboliquement l'éternel et Son peuple choisi<br>     1a1) la plaque d'or du sommet de l'arche de l'alliance qui mesurait 2.5 par 1.5 coudées, de part et d'autre se trouvaient les deux chérubins d'or aux ailes étendues, l'ensemble constituant le trône de Dieu"
3728,une racine primaire,couvert,"1) (Hiphil) rendre courbé, presser ou plier ensemble<br>2) (CLBL) recourber<br>  2a) (Hiphil) faire courber, piétiner"
3729,(araméen) une racine de correspondance incertaine,lier,1) lier<br>  1a) (P'il) être lié<br>  1b) (Pael) lier
3730,(amos 9:1) vient probablement d'une racine du sens d'encercler,pomme,"1) bulbe, chapiteau, haut d'un pilier<br>  1a) noeud, bouton, bulbe (comme ornement)<br>  1b) chapiteau (d'un pilier)"
3731,apparemment le même mot que H3730,Caphtor,"Caphtor = ""une couronne""<br>1) la demeure d'origine des Philistins, peut-être sur la côte sud-ouestde l'Asie Mineure, peut-être en égypte, ou plus probablement surl'île de Crète<br>2) (TWOT) l'île de Crète, patrie ou lieu de passage des Philistins"
3732,patronyme de H3731,Caphtorim,"<p align=""justify"">Couronne, anneau, cercle (circulaire), dia<span lang=""fr-ca"">dème, tiare, empire, monarchie, royaume.</span></p><p align=""justify"">Caphtorim = voir Caphtor ""une couronne"".</p><p align=""justify"">Par transposition du langage Caphtorim devient Santorin, île circulaire de Thera en forme de couronne, connue aussi comme l'Atlantis qui faisait partie de l'ancien empire Minoen dont le centre était la Crète, pays d'origine des Philistins. Cette île et celles de Thirassía et Aspronissi sont les vestiges d'une ancienne île partiellement détruite vers 1600 av. J.-C. au cours de l'éruption minoenne du volcan de Thera. Son nom provient de Santo Rini ou Sainte Rêne, se rapportant à une déesse égyptienne que les grecs nomment Saintes Irène, car les égyptiens en sont les fondateurs. En fait, l'ancienne civilisation Minoenne porte beaucoup de traces d'une culture égyptienne.</p><p align=""justify""><br>1) Crétois, ou habitants de Caphtor et de Thera, les anciens Minoens d'origine pour les distinguer des Philistins.</p>"
3733,vient De H3769 dans le sens de grassouillet,agneaux,"1) palanquin, selle en panier<br>  1a) espace fermé érigé sur une selle de chameau<br>2) pâturage, pré<br>3) bélier, agneau, mouton<br>4) bélier pour casser une porte"
3734,vient du même mot que H3564,cor,"1) cor, une mesure (généralement de produit sec)<br>  1a) mesure égale à 10 éphas ou baths<br>     1a1) mesure sèche contenant 6.25 boisseaux (220 l)<br>     1a2) mesure liquide de 263 litres"
3735,(araméen) correspondant probablement à H3738 dans le sens de percer (figuré),troublé,"1) (Ithp'el) être affligé, être chagriné"
3736,vient du même mot que H3525,revêtu,"1) mettre un manteau, être enveloppé, couvert<br>  1a) (Pual) revêtu"
3737,(araméen) vient d'un verbe correspondant à celui de H3736,manteaux,"1) manteau, robe, bonnet, turban, casque"
3738,une racine primaire,creuser,"1) creuser, faire une excavation, percer<br>  1a) (Qal) creuser<br>  1b) (Niphal) être percé<br>2) (Qal) donner un banquet ou un festin<br>3) (Qal) obtenir par commerce, acheter"
3739,"peut-être une racine primaire, mais probablement seulement uneapplication De H3738 (à travers l'idée de plan impliquée dansun marché)",acheter,"1) (Qal) obtenir par commerce, acheter, traiter un marché"
3740,vient de H3739,repas,1) festin
3741,vient de H3733,demeures,1) chaumière
3742,dérivation incertaine,chérubin,"1) chérubin, chérubins (pl)<br>  1a) un être angélique<br>     1a1) gardiens d'Eden<br>     1a2) présents au trône de Dieu<br>     1a3) image au-dessus de l'Arche de l'Alliance<br>     1a4) le char de l'éternel (figuré)"
3743,le même que H3742,Kerub,"Kerub = ""bénédiction""<br>1) apparemment un lieu d'exil en Babylonie d'où quelques personnes d'origine douteuse sont revenues avec Zorobabel"
3744,(araméen) vient de H3745,héraut,1) un héraut
3745,(araméen) probablement origine du Grec,publia,"1) (Aphel) publier par un héraut, proclamer, faire une proclamation"
3746,peut-être un abrégé De H3733 dans le sens de chef (du troupeau),à la tête,1) un groupe de soldats mercenaires étrangers servant comme gardes ducorps auprès du roi David; également exécuteurs
3747,vient de H3772,Kerith,"Kerith = ""tranchée, gorge""<br>1) le ruisseau où Elie fut caché durant une sécheresse; à l'est du Jourdain"
3748,vient de H3772,divorce,"1) divorce, renvoi, répudiation"
3749,vient du même mot que H3522,rebord,"1) bord, jante, rebord"
